	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8659-8	8659	2010_oh_8659_fruit-c.jpg	8	1.04	68.04	152.5884	75.8103	53.8385	97.0531	40.3706	33.9408	28.1335	39.6552	44.0848	 
8659-9	8659	2010_oh_8659_fruit-c.jpg	9	1.63	57.24	148.8725	82.0406	60.1848	98.3672	41.2118	29.2621	25.5939	41.1743	38.8757	 
8660-1	8660	2010_oh_8660_fruit-c.jpg	1	0.54	90.14	144.4342	70.7127	53.7608	93.2108	38.0391	33.332	25.2411	37.1353	41.8107	 
8660-2	8660	2010_oh_8660_fruit-c.jpg	2	0.89	93.42	141.1131	67.7203	54.0527	91.706	36.9088	33.6381	23.6421	35.1009	41.1153	 
8660-3	8660	2010_oh_8660_fruit-c.jpg	3	0.17	94.78	135.7432	61.129	47.6699	86.2784	34.6206	34.5377	24.308	35.1383	42.2343	 
8660-4	8660	2010_oh_8660_fruit-c.jpg	4	0.5	92.52	136.6837	62.9777	47.5947	86.6738	35.1429	33.8784	25.01	36.4358	42.11	 
8660-5	8660	2010_oh_8660_fruit-c.jpg	5	0.27	89.57	133.3108	63.3468	46.3815	84.5311	34.6404	32.1627	24.9391	37.7902	40.6989	 
8660-6	8660	2010_oh_8660_fruit-c.jpg	6	1.34	89.77	139.49	71.2391	58.4583	93.0575	37.48	31.3417	21.9096	34.9557	38.2405	 
8660-7	8660	2010_oh_8660_fruit-c.jpg	7	0.74	84.04	134.89	66.4485	49.6896	86.8145	35.6048	31.3681	24.3552	37.8269	39.7132	 
8660-8	8660	2010_oh_8660_fruit-c.jpg	8	0.29	92.77	132.6021	63.3366	50.1126	85.9606	34.6216	32.159	22.81	35.3476	39.4271	 
8660-9	8660	2010_oh_8660_fruit-c.jpg	9	1.11	90.44	138.2533	69.443	56.5712	91.654	36.894	31.6298	22.0885	34.9283	38.5791	 
8661-1	8661	2010_oh_8661_fruit-c.jpg	1	1.54	50.83	140.3464	72.5661	49.3033	89.1288	37.7772	30.2603	27.2703	42.0249	40.7352	 
8661-2	8661	2010_oh_8661_fruit-c.jpg	2	1.07	56.75	142.7597	72.9268	50.1484	90.7285	38.1864	31.1062	27.3463	41.3196	41.4176	 
8661-3	8661	2010_oh_8661_fruit-c.jpg	3	1.83	58.05	145.9803	74.0338	49.5979	92.0143	38.9529	31.7861	28.6264	42.0061	42.7765	 
8661-4	8661	2010_oh_8661_fruit-c.jpg	4	1.91	53.38	142.4383	73.2462	48.884	90.0003	38.2481	30.683	28.0527	42.4358	41.574	 
8661-5	8661	2010_oh_8661_fruit-c.jpg	5	1.53	69.72	146.191	73.3874	52.3346	93.3929	38.8573	32.4715	27.112	39.8602	42.302	 
8661-6	8661	2010_oh_8661_fruit-c.jpg	6	2.65	57.97	146.2206	75.6344	51.9778	93.2297	39.3587	31.2045	27.8426	41.7414	41.8203	 
